3285
AuPdPd,NCS
Pd	27.812400	27.812400	27.812400
Pd	25.825800	25.825800	27.812400
Pd	29.799000	25.825800	27.812400
Pd	25.825800	29.799000	27.812400
Pd	29.799000	29.799000	27.812400
Pd	27.812400	25.825800	25.825800
Pd	25.825800	27.812400	25.825800
Pd	27.812400	29.799000	25.825800
Pd	29.799000	27.812400	25.825800
Pd	27.812400	25.825800	29.799000
Pd	25.825800	27.812400	29.799000
Pd	27.812400	29.799000	29.799000
Au	29.799000	27.812400	29.799000
Pd	27.812400	27.812400	23.839200
Pd	27.812400	23.839200	27.812400
Pd	23.839200	27.812400	27.812400
Pd	31.785600	27.812400	27.812400
Pd	27.812400	31.785600	27.812400
Pd	27.812400	27.812400	31.785600
Pd	25.825800	25.825800	23.839200
Au	29.799000	25.825800	23.839200
Pd	25.825800	29.799000	23.839200
Pd	29.799000	29.799000	23.839200
Pd	25.825800	25.825800	31.785600
Pd	29.799000	25.825800	31.785600
Pd	25.825800	29.799000	31.785600
Pd	29.799000	29.799000	31.785600
Pd	23.839200	25.825800	25.825800
Pd	25.825800	23.839200	25.825800
Pd	29.799000	23.839200	25.825800
Pd	31.785600	25.825800	25.825800
Au	23.839200	29.799000	25.825800
Pd	31.785600	29.799000	25.825800
Pd	25.825800	31.785600	25.825800
Au	29.799000	31.785600	25.825800
Pd	23.839200	25.825800	29.799000
Pd	25.825800	23.839200	29.799000
Pd	29.799000	23.839200	29.799000
Pd	31.785600	25.825800	29.799000
Pd	23.839200	29.799000	29.799000
Pd	31.785600	29.799000	29.799000
Pd	25.825800	31.785600	29.799000
Pd	29.799000	31.785600	29.799000
Pd	27.812400	23.839200	23.839200
Pd	23.839200	27.812400	23.839200
Pd	31.785600	27.812400	23.839200
Pd	27.812400	31.785600	23.839200
Pd	23.839200	23.839200	27.812400
Pd	31.785600	23.839200	27.812400
Pd	23.839200	31.785600	27.812400
Pd	31.785600	31.785600	27.812400
Pd	27.812400	23.839200	31.785600
Pd	23.839200	27.812400	31.785600
Pd	31.785600	27.812400	31.785600
Pd	27.812400	31.785600	31.785600
Pd	25.825800	21.852600	27.812400
Pd	29.799000	21.852600	27.812400
Pd	21.852600	25.825800	27.812400
Pd	33.772200	25.825800	27.812400
Pd	21.852600	29.799000	27.812400
Pd	33.772200	29.799000	27.812400
Pd	25.825800	33.772200	27.812400
Pd	29.799000	33.772200	27.812400
Pd	27.812400	25.825800	21.852600
Pd	25.825800	27.812400	21.852600
Pd	27.812400	29.799000	21.852600
Pd	29.799000	27.812400	21.852600
Pd	27.812400	21.852600	25.825800
Pd	21.852600	27.812400	25.825800
Pd	33.772200	27.812400	25.825800
Pd	27.812400	33.772200	25.825800
Pd	27.812400	21.852600	29.799000
Pd	21.852600	27.812400	29.799000
Pd	33.772200	27.812400	29.799000
Pd	27.812400	33.772200	29.799000
Pd	27.812400	25.825800	33.772200
Pd	25.825800	27.812400	33.772200
Pd	27.812400	29.799000	33.772200
Pd	29.799000	27.812400	33.772200
Pd	23.839200	23.839200	23.839200
Pd	31.785600	23.839200	23.839200
Pd	23.839200	31.785600	23.839200
Pd	31.785600	31.785600	23.839200
Pd	23.839200	23.839200	31.785600
Pd	31.785600	23.839200	31.785600
Pd	23.839200	31.785600	31.785600
Pd	31.785600	31.785600	31.785600
Pd	25.825800	21.852600	23.839200
Pd	29.799000	21.852600	23.839200
Pd	21.852600	25.825800	23.839200
Pd	33.772200	25.825800	23.839200
Pd	21.852600	29.799000	23.839200
Pd	33.772200	29.799000	23.839200
Pd	25.825800	33.772200	23.839200
Pd	29.799000	33.772200	23.839200
Pd	25.825800	21.852600	31.785600
Pd	29.799000	21.852600	31.785600
